image_id,operations
ISIC_0032355,
ISIC_0024428,Brightness Correction
ISIC_0031405,"Hair Removal, Brightness Correction, Denoising"
ISIC_0027897,"Hair Removal, Brightness Correction, Denoising"
ISIC_0031092,CLAHE
ISIC_0027390,"Brightness Correction, CLAHE"
ISIC_0028450,CLAHE
ISIC_0028758,"Hair Removal, Brightness Correction, Minimal Enhancement"
ISIC_0028167,"Hair Removal, Denoising"
ISIC_0027147,Brightness Correction
ISIC_0029339,"Hair Removal, Brightness Correction, Denoising"
ISIC_0032184,"Hair Removal, Minimal Enhancement"
ISIC_0031399,"Brightness Correction, Minimal Enhancement"
ISIC_0025149,Brightness Correction
ISIC_0025938,Brightness Correction
ISIC_0029277,CLAHE
ISIC_0028117,Minimal Enhancement
ISIC_0028216,Hair Removal
ISIC_0030621,Hair Removal
ISIC_0031510,"Brightness Correction, Minimal Enhancement"
ISIC_0026209,"Hair Removal, Denoising, Minimal Enhancement"
ISIC_0031727,"Hair Removal, Minimal Enhancement"
ISIC_0028757,"Hair Removal, Denoising"
ISIC_0031483,"Hair Removal, Denoising"
ISIC_0027323,Minimal Enhancement
ISIC_0032274,Minimal Enhancement
ISIC_0032436,"Hair Removal, Brightness Correction, Denoising"
ISIC_0025518,Minimal Enhancement
ISIC_0026101,Brightness Correction
ISIC_0028825,
ISIC_0025181,"Hair Removal, Brightness Normalization, Denoising, Minimal Enhancement"
ISIC_0031603,"Brightness Correction, Minimal Enhancement"
ISIC_0029867,"Brightness Normalization, CLAHE, Minimal Enhancement"
ISIC_0031070,"Brightness Correction, Minimal Enhancement"
ISIC_0024996,"Brightness Correction, Minimal Enhancement"
ISIC_0028092,Minimal Enhancement
ISIC_0027978,"Brightness Normalization, Denoising, Minimal Enhancement"
ISIC_0027045,CLAHE
ISIC_0027213,Minimal Enhancement
ISIC_0032176,Minimal Enhancement
ISIC_0029589,"Brightness Correction, Minimal Enhancement"
ISIC_0027224,Brightness Correction
ISIC_0029641,"Hair Removal, Denoising"
ISIC_0026784,"Brightness Correction, Minimal Enhancement"
ISIC_0025633,Minimal Enhancement
ISIC_0031564,"Brightness Normalization, Minimal Enhancement"
ISIC_0027236,"Brightness Normalization, Minimal Enhancement"
ISIC_0025742,CLAHE
ISIC_0032141,
ISIC_0031798,"Brightness Normalization, Minimal Enhancement"
ISIC_0031015,"Hair Removal, Denoising, Minimal Enhancement"
ISIC_0028484,"Hair Removal, Denoising, Minimal Enhancement"
ISIC_0031354,"Hair Removal, Minimal Enhancement"
ISIC_0027293,"Hair Removal, Minimal Enhancement"
ISIC_0032163,"Brightness Normalization, CLAHE, Minimal Enhancement"
ISIC_0026454,Brightness Correction
ISIC_0030842,"Brightness Normalization, Minimal Enhancement"
ISIC_0025562,"Brightness Correction, Minimal Enhancement"
ISIC_0028598,Brightness Correction
ISIC_0026759,"Hair Removal, Denoising"
ISIC_0026147,"Hair Removal, Minimal Enhancement"
ISIC_0027874,"Brightness Normalization, Minimal Enhancement"
ISIC_0025340,"Brightness Correction, Minimal Enhancement"
ISIC_0030967,"Brightness Normalization, Minimal Enhancement"
ISIC_0030675,Minimal Enhancement
ISIC_0032474,Minimal Enhancement
ISIC_0030819,CLAHE
ISIC_0025657,"Hair Removal, Brightness Normalization, Denoising, Minimal Enhancement"
ISIC_0032015,Minimal Enhancement
ISIC_0031285,Brightness Correction
ISIC_0030532,"Brightness Correction, Minimal Enhancement"
ISIC_0028304,"Hair Removal, Denoising, Minimal Enhancement"
ISIC_0026615,CLAHE
ISIC_0024862,Minimal Enhancement
ISIC_0029459,Brightness Correction
ISIC_0029528,
ISIC_0028135,"Brightness Normalization, Minimal Enhancement"
ISIC_0026782,Minimal Enhancement
ISIC_0030581,"Hair Removal, Brightness Normalization, Denoising, Minimal Enhancement"
ISIC_0029438,Minimal Enhancement
ISIC_0028715,
ISIC_0029994,Minimal Enhancement
ISIC_0029926,"Hair Removal, Denoising"
ISIC_0031934,Brightness Correction
ISIC_0026400,Brightness Correction
ISIC_0027495,"Brightness Correction, CLAHE"
ISIC_0029583,"Hair Removal, Brightness Normalization, Minimal Enhancement"
ISIC_0028212,Brightness Correction
ISIC_0030399,
ISIC_0024937,"Denoising, Minimal Enhancement"
ISIC_0032136,"Hair Removal, Brightness Correction, Minimal Enhancement"
ISIC_0031353,"Brightness Normalization, Minimal Enhancement"
ISIC_0025960,Minimal Enhancement
ISIC_0025198,"Brightness Normalization, Minimal Enhancement"
ISIC_0029693,Minimal Enhancement
ISIC_0029162,Minimal Enhancement
ISIC_0027486,
ISIC_0025410,Minimal Enhancement
ISIC_0026599,"Brightness Normalization, Minimal Enhancement"
ISIC_0031932,Brightness Correction
ISIC_0030592,"Hair Removal, Brightness Correction, Denoising, Minimal Enhancement"
ISIC_0026987,"Brightness Normalization, Denoising, Minimal Enhancement"
ISIC_0027201,
ISIC_0024841,"Hair Removal, Denoising, Minimal Enhancement"
ISIC_0029121,"Hair Removal, Denoising"
ISIC_0031302,"Hair Removal, Denoising, Minimal Enhancement"
ISIC_0029457,Minimal Enhancement
ISIC_0027237,Minimal Enhancement
ISIC_0030525,"Hair Removal, Brightness Correction"
ISIC_0026901,CLAHE
ISIC_0025245,"Brightness Correction, Denoising, Minimal Enhancement"
ISIC_0030296,"Brightness Normalization, Minimal Enhancement"
ISIC_0028679,"Hair Removal, Brightness Correction"
ISIC_0029001,"Brightness Correction, Minimal Enhancement"
ISIC_0026739,"Hair Removal, Denoising"
ISIC_0025946,Brightness Correction
ISIC_0024899,"Hair Removal, Denoising, Minimal Enhancement"
ISIC_0027671,"Hair Removal, Denoising"
ISIC_0026546,"Brightness Correction, Minimal Enhancement"
ISIC_0030121,"Hair Removal, Brightness Correction"
ISIC_0031126,
ISIC_0029736,"Brightness Correction, Minimal Enhancement"
ISIC_0024343,"Brightness Normalization, Minimal Enhancement"
ISIC_0031311,
ISIC_0030816,Minimal Enhancement
ISIC_0025506,"Hair Removal, Denoising, Minimal Enhancement"
ISIC_0025013,Brightness Correction
ISIC_0027724,"Brightness Normalization, CLAHE"
ISIC_0030796,
ISIC_0026592,Brightness Correction
ISIC_0030790,Hair Removal
ISIC_0030914,"Hair Removal, CLAHE"
ISIC_0029169,"Denoising, Minimal Enhancement"
ISIC_0029197,Brightness Correction
ISIC_0028408,"Brightness Normalization, Minimal Enhancement"
ISIC_0028998,"Brightness Normalization, Minimal Enhancement"
ISIC_0025118,CLAHE
ISIC_0026512,Minimal Enhancement
ISIC_0032300,"Brightness Normalization, Minimal Enhancement"
ISIC_0026034,Minimal Enhancement
ISIC_0026404,"Brightness Correction, Minimal Enhancement"
ISIC_0029183,Minimal Enhancement
ISIC_0028420,CLAHE
ISIC_0032126,Brightness Correction
ISIC_0026573,Minimal Enhancement
ISIC_0025563,"Brightness Normalization, Denoising, Minimal Enhancement"
ISIC_0026340,
ISIC_0029298,Brightness Correction
ISIC_0028217,"Brightness Correction, Minimal Enhancement"
ISIC_0032067,"Hair Removal, Brightness Normalization, Minimal Enhancement"
ISIC_0024790,"Brightness Correction, Minimal Enhancement"
ISIC_0028551,Brightness Correction
ISIC_0027988,Minimal Enhancement
ISIC_0024963,"Brightness Normalization, Minimal Enhancement"
ISIC_0027114,"Hair Removal, Brightness Correction, Denoising"
ISIC_0032489,"Brightness Normalization, Minimal Enhancement"
ISIC_0030733,"Hair Removal, Brightness Correction, Denoising"
ISIC_0025597,Minimal Enhancement
ISIC_0025225,Minimal Enhancement
ISIC_0027569,"Brightness Correction, Minimal Enhancement"
ISIC_0026698,"Brightness Correction, Minimal Enhancement"
ISIC_0030544,"Brightness Normalization, Minimal Enhancement"
ISIC_0030962,Minimal Enhancement
ISIC_0025305,"Brightness Normalization, Minimal Enhancement"
ISIC_0029978,Minimal Enhancement
ISIC_0025926,Minimal Enhancement
ISIC_0029577,
ISIC_0024560,Minimal Enhancement
ISIC_0029993,"Brightness Correction, Minimal Enhancement"
ISIC_0026741,"Hair Removal, Brightness Correction"
ISIC_0026222,"Brightness Correction, Minimal Enhancement"
ISIC_0031117,Hair Removal
ISIC_0027308,Minimal Enhancement
ISIC_0031046,"Brightness Normalization, Minimal Enhancement"
ISIC_0029046,Minimal Enhancement
ISIC_0029138,"Hair Removal, Brightness Correction, Denoising"
ISIC_0029349,Minimal Enhancement
ISIC_0032047,Minimal Enhancement
ISIC_0027963,
ISIC_0024425,"Brightness Correction, Minimal Enhancement"
ISIC_0028557,Minimal Enhancement
ISIC_0027471,"Brightness Normalization, Minimal Enhancement"
ISIC_0026706,Minimal Enhancement
ISIC_0032243,"Brightness Normalization, Minimal Enhancement"
ISIC_0029109,"Hair Removal, Minimal Enhancement"
ISIC_0028675,Minimal Enhancement
ISIC_0030328,"Brightness Correction, Minimal Enhancement"
ISIC_0030117,
ISIC_0031363,"CLAHE, Minimal Enhancement"
ISIC_0031220,
ISIC_0026654,"Hair Removal, Brightness Correction, Denoising"
ISIC_0029369,
ISIC_0024808,"Hair Removal, Brightness Correction, Denoising"
ISIC_0028297,Minimal Enhancement
ISIC_0026921,"Brightness Correction, Minimal Enhancement"
ISIC_0027401,"Hair Removal, CLAHE"
ISIC_0028637,"Brightness Normalization, Minimal Enhancement"
ISIC_0031942,"Brightness Normalization, Minimal Enhancement"
ISIC_0028357,"Brightness Correction, Minimal Enhancement"
ISIC_0026226,"Hair Removal, Brightness Correction, Denoising"
ISIC_0028174,"Hair Removal, Minimal Enhancement"
ISIC_0024566,
ISIC_0029452,Minimal Enhancement
ISIC_0025112,"Hair Removal, Minimal Enhancement"
ISIC_0028507,"Brightness Correction, Denoising"
ISIC_0029773,Minimal Enhancement
ISIC_0029203,"Hair Removal, Brightness Correction"
ISIC_0026712,"Brightness Normalization, Denoising, Minimal Enhancement"
ISIC_0032444,"Brightness Correction, Minimal Enhancement"
ISIC_0028305,"Hair Removal, Brightness Normalization, Minimal Enhancement"
ISIC_0026452,"Hair Removal, Brightness Correction"
ISIC_0027007,Hair Removal
ISIC_0029645,Minimal Enhancement
ISIC_0026398,"Hair Removal, Minimal Enhancement"
ISIC_0026655,"Hair Removal, Denoising, Minimal Enhancement"
ISIC_0026672,"Hair Removal, Denoising"
ISIC_0028186,Minimal Enhancement
ISIC_0026099,"Hair Removal, Brightness Correction, Denoising, Minimal Enhancement"
ISIC_0024836,Minimal Enhancement
ISIC_0028983,"Hair Removal, Minimal Enhancement"
ISIC_0030416,"Hair Removal, Denoising, Minimal Enhancement"
ISIC_0030180,"Brightness Normalization, Minimal Enhancement"
ISIC_0026043,CLAHE
ISIC_0031451,Minimal Enhancement
ISIC_0025074,"Hair Removal, CLAHE, Denoising"
ISIC_0029544,"Brightness Correction, Minimal Enhancement"
ISIC_0028859,"Brightness Correction, Minimal Enhancement"
ISIC_0031612,"Brightness Normalization, Minimal Enhancement"
ISIC_0028744,
ISIC_0028529,Minimal Enhancement
ISIC_0026588,"Brightness Correction, Minimal Enhancement"
ISIC_0030115,"Brightness Correction, Minimal Enhancement"
ISIC_0029898,Minimal Enhancement
ISIC_0028364,"Hair Removal, Brightness Normalization, Minimal Enhancement"
ISIC_0024599,Minimal Enhancement
ISIC_0024352,"Hair Removal, Denoising"
ISIC_0026885,Minimal Enhancement
ISIC_0026293,Hair Removal
ISIC_0029286,Minimal Enhancement
ISIC_0025784,CLAHE
ISIC_0032112,"Hair Removal, Brightness Correction"
ISIC_0031306,Minimal Enhancement
ISIC_0025902,"Brightness Correction, Minimal Enhancement"
ISIC_0030704,"Brightness Normalization, Minimal Enhancement"
ISIC_0028631,"Hair Removal, Denoising"
ISIC_0027490,
ISIC_0029597,Brightness Correction
ISIC_0026601,"Hair Removal, Brightness Correction, Denoising, Minimal Enhancement"
ISIC_0024439,"Brightness Correction, Minimal Enhancement"
ISIC_0025492,"Hair Removal, Brightness Correction, Minimal Enhancement"
ISIC_0030082,Minimal Enhancement
ISIC_0027568,"Hair Removal, Brightness Normalization, Denoising"
ISIC_0029679,"Hair Removal, Minimal Enhancement"
ISIC_0026053,"Hair Removal, Denoising, Minimal Enhancement"
ISIC_0025443,"Brightness Correction, Minimal Enhancement"
ISIC_0030006,"Hair Removal, Brightness Correction, Denoising, Minimal Enhancement"
ISIC_0028599,Minimal Enhancement
ISIC_0027917,CLAHE
ISIC_0026974,
ISIC_0026097,CLAHE
ISIC_0028767,"Brightness Correction, Minimal Enhancement"
ISIC_0028378,"Brightness Correction, Minimal Enhancement"
ISIC_0026852,"Hair Removal, Brightness Normalization, Minimal Enhancement"
ISIC_0028589,Minimal Enhancement
ISIC_0029432,"Hair Removal, Denoising"
ISIC_0025846,"Hair Removal, Denoising"
ISIC_0027928,"Brightness Correction, Minimal Enhancement"
ISIC_0030079,"Brightness Correction, Minimal Enhancement"
ISIC_0024908,CLAHE
ISIC_0031596,Minimal Enhancement
ISIC_0029881,"Hair Removal, Denoising, Minimal Enhancement"
ISIC_0031115,"Hair Removal, Denoising, Minimal Enhancement"
ISIC_0031919,Minimal Enhancement
ISIC_0026491,"Brightness Normalization, Minimal Enhancement"
ISIC_0030039,"Brightness Correction, Minimal Enhancement"
ISIC_0027883,Brightness Correction
ISIC_0030535,"Brightness Correction, Minimal Enhancement"
ISIC_0028808,"Hair Removal, CLAHE"
ISIC_0026513,"Brightness Normalization, CLAHE"
ISIC_0027540,"Brightness Correction, Minimal Enhancement"
ISIC_0031700,CLAHE
ISIC_0030209,Minimal Enhancement
ISIC_0027073,"Hair Removal, Brightness Normalization, Denoising, Minimal Enhancement"
ISIC_0031019,"Brightness Correction, Minimal Enhancement"
ISIC_0029959,Minimal Enhancement
ISIC_0024959,"Brightness Correction, Minimal Enhancement"
ISIC_0028202,
ISIC_0025289,"Brightness Correction, Minimal Enhancement"
ISIC_0028689,"Hair Removal, Denoising, Minimal Enhancement"
ISIC_0028151,"Brightness Normalization, Minimal Enhancement"
ISIC_0028857,Minimal Enhancement
ISIC_0025341,Denoising
ISIC_0028993,"Hair Removal, Brightness Normalization, Minimal Enhancement"
ISIC_0029696,Minimal Enhancement
ISIC_0027466,Brightness Correction
ISIC_0029975,"Brightness Normalization, Minimal Enhancement"
ISIC_0031042,"Brightness Normalization, Minimal Enhancement"
ISIC_0031049,"Brightness Normalization, Minimal Enhancement"
ISIC_0030219,"Brightness Correction, Minimal Enhancement"
ISIC_0030981,Brightness Correction
ISIC_0025899,"Hair Removal, Denoising, Minimal Enhancement"
ISIC_0031710,"Brightness Normalization, Minimal Enhancement"
ISIC_0028923,Minimal Enhancement
ISIC_0029127,"Brightness Normalization, Minimal Enhancement"
ISIC_0025476,"Hair Removal, Brightness Correction, Denoising"
ISIC_0025950,"Brightness Correction, CLAHE"
ISIC_0027382,"Hair Removal, Denoising"
ISIC_0026437,"Brightness Correction, Minimal Enhancement"
ISIC_0026414,"Hair Removal, Minimal Enhancement"
ISIC_0024926,Minimal Enhancement
ISIC_0025424,Minimal Enhancement
ISIC_0027503,"Hair Removal, Brightness Correction, Denoising"
ISIC_0029160,Minimal Enhancement
ISIC_0026559,"Brightness Normalization, Minimal Enhancement"
ISIC_0025396,
ISIC_0031708,"Hair Removal, Brightness Correction"
ISIC_0027949,"Brightness Normalization, Minimal Enhancement"
ISIC_0026795,"Brightness Normalization, Minimal Enhancement"
ISIC_0027181,Minimal Enhancement
ISIC_0025983,
ISIC_0026818,Minimal Enhancement
ISIC_0032251,Denoising
ISIC_0032253,
ISIC_0029665,"Brightness Correction, Minimal Enhancement"
ISIC_0029191,Minimal Enhancement
ISIC_0024356,"Brightness Correction, Minimal Enhancement"
ISIC_0024476,"Brightness Normalization, Minimal Enhancement"
ISIC_0028307,Brightness Correction
ISIC_0026551,"Hair Removal, Brightness Correction, Denoising"
ISIC_0024596,Minimal Enhancement
ISIC_0030966,Minimal Enhancement
ISIC_0026560,Minimal Enhancement
ISIC_0025051,"Hair Removal, Brightness Correction, Denoising"
ISIC_0026103,"Hair Removal, Brightness Normalization, Minimal Enhancement"
ISIC_0029614,Minimal Enhancement
ISIC_0032189,CLAHE
ISIC_0032281,Minimal Enhancement
ISIC_0030425,Denoising
ISIC_0026029,"Hair Removal, Brightness Correction"
ISIC_0026610,"Hair Removal, Brightness Correction"
ISIC_0028559,Brightness Correction
ISIC_0028032,"Brightness Correction, CLAHE, Denoising"
ISIC_0032145,Minimal Enhancement
ISIC_0028951,"Hair Removal, Brightness Normalization, Denoising, Minimal Enhancement"
ISIC_0028600,"Denoising, Minimal Enhancement"
ISIC_0027469,"Brightness Correction, Minimal Enhancement"
ISIC_0028130,"Brightness Correction, Minimal Enhancement"
ISIC_0026359,"Brightness Correction, Minimal Enhancement"
ISIC_0030973,"Brightness Normalization, Minimal Enhancement"
ISIC_0030444,"Brightness Normalization, Minimal Enhancement"
ISIC_0024781,Brightness Correction
ISIC_0030645,"Denoising, Minimal Enhancement"
ISIC_0032292,"Brightness Correction, Minimal Enhancement"
ISIC_0032107,"Brightness Correction, Minimal Enhancement"
ISIC_0031076,Minimal Enhancement
ISIC_0028400,CLAHE
ISIC_0026998,"Hair Removal, Denoising, Minimal Enhancement"
ISIC_0032218,"Brightness Correction, Minimal Enhancement"
ISIC_0031838,Minimal Enhancement
ISIC_0032028,"Hair Removal, Brightness Normalization, Denoising, Minimal Enhancement"
ISIC_0028648,"Brightness Correction, Minimal Enhancement"
ISIC_0030253,"Hair Removal, Brightness Normalization, Denoising, Minimal Enhancement"
ISIC_0029733,Minimal Enhancement
ISIC_0025684,"Hair Removal, Denoising, Minimal Enhancement"
ISIC_0026329,Minimal Enhancement
ISIC_0028476,"Hair Removal, Minimal Enhancement"
ISIC_0031832,Hair Removal
ISIC_0027051,"Brightness Normalization, Minimal Enhancement"
ISIC_0030340,"Brightness Correction, Minimal Enhancement"
ISIC_0031278,"Hair Removal, Denoising"
ISIC_0028580,
ISIC_0025798,"Brightness Correction, Minimal Enhancement"
ISIC_0026922,Minimal Enhancement
ISIC_0028478,"CLAHE, Denoising"
ISIC_0029054,"Brightness Normalization, CLAHE"
ISIC_0028150,"Brightness Normalization, Denoising, Minimal Enhancement"
ISIC_0025214,"Brightness Correction, Minimal Enhancement"
ISIC_0030069,"Hair Removal, Brightness Normalization, Minimal Enhancement"
ISIC_0026133,"Brightness Normalization, Minimal Enhancement"
ISIC_0026674,"Denoising, Minimal Enhancement"
ISIC_0031924,"Hair Removal, Minimal Enhancement"
ISIC_0028963,
ISIC_0025088,"Brightness Normalization, Minimal Enhancement"
ISIC_0026964,"Brightness Correction, Minimal Enhancement"
ISIC_0028905,CLAHE
ISIC_0030167,Minimal Enhancement
ISIC_0032175,CLAHE
ISIC_0032327,"Brightness Correction, Minimal Enhancement"
ISIC_0026786,"Hair Removal, Brightness Correction, Denoising"
ISIC_0028578,"Hair Removal, Brightness Correction"
ISIC_0024809,
ISIC_0027461,"Hair Removal, Minimal Enhancement"
ISIC_0025310,
ISIC_0026752,"Brightness Normalization, Minimal Enhancement"
ISIC_0027889,Minimal Enhancement
ISIC_0032423,CLAHE
ISIC_0030873,Minimal Enhancement
ISIC_0026076,"Brightness Correction, Minimal Enhancement"
ISIC_0024363,Minimal Enhancement
ISIC_0028355,"Brightness Normalization, Minimal Enhancement"
ISIC_0025171,"Brightness Normalization, Minimal Enhancement"
ISIC_0031014,"Hair Removal, Denoising"
ISIC_0024969,Brightness Correction
ISIC_0032936,CLAHE
ISIC_0030732,"Hair Removal, Brightness Correction, Denoising"
ISIC_0030802,Minimal Enhancement
ISIC_0025169,"Hair Removal, Denoising, Minimal Enhancement"
ISIC_0030742,"Hair Removal, Minimal Enhancement"
ISIC_0028441,"Hair Removal, Denoising, Minimal Enhancement"
ISIC_0031374,Brightness Correction
ISIC_0030422,"Brightness Correction, Minimal Enhancement"
ISIC_0031681,Minimal Enhancement
ISIC_0027242,"Brightness Correction, Minimal Enhancement"
ISIC_0030313,
ISIC_0025463,Minimal Enhancement
ISIC_0028179,"Brightness Correction, Minimal Enhancement"
ISIC_0030008,"Brightness Correction, Denoising"
ISIC_0033232,Minimal Enhancement
ISIC_0032405,Minimal Enhancement
ISIC_0031933,"Hair Removal, Denoising"
ISIC_0025579,"Hair Removal, Denoising"
ISIC_0029905,"Brightness Normalization, Minimal Enhancement"
ISIC_0027197,CLAHE
ISIC_0027627,"Brightness Normalization, CLAHE"
ISIC_0031081,Brightness Correction
ISIC_0029983,Minimal Enhancement
ISIC_0025542,"Hair Removal, Minimal Enhancement"
ISIC_0024514,Brightness Correction
ISIC_0031662,Brightness Correction
ISIC_0031583,"Brightness Normalization, Minimal Enhancement"
ISIC_0032109,Minimal Enhancement
ISIC_0031031,"Hair Removal, Brightness Correction, Denoising, Minimal Enhancement"
ISIC_0025533,Minimal Enhancement
ISIC_0031742,"Hair Removal, Denoising, Minimal Enhancement"
ISIC_0028183,Minimal Enhancement
ISIC_0026108,"Brightness Correction, Minimal Enhancement"
ISIC_0031113,Minimal Enhancement
ISIC_0030792,"Brightness Normalization, Minimal Enhancement"
ISIC_0032459,Minimal Enhancement
ISIC_0025655,Minimal Enhancement
ISIC_0026658,Minimal Enhancement
ISIC_0025730,"Brightness Normalization, Minimal Enhancement"
ISIC_0032195,"Brightness Correction, Minimal Enhancement"
ISIC_0031813,"Brightness Correction, Minimal Enhancement"
ISIC_0030354,"Brightness Correction, Minimal Enhancement"
ISIC_0031476,"Hair Removal, Brightness Correction, Denoising"
ISIC_0028166,
ISIC_0026406,Brightness Correction
ISIC_0025000,"Brightness Correction, Minimal Enhancement"
ISIC_0031754,"Hair Removal, Minimal Enhancement"
ISIC_0029803,CLAHE
ISIC_0027066,"Brightness Correction, Minimal Enhancement"
ISIC_0025106,Denoising
ISIC_0026805,"Brightness Normalization, Minimal Enhancement"
ISIC_0024680,"Hair Removal, Brightness Normalization, Denoising, Minimal Enhancement"
ISIC_0029465,"Brightness Normalization, Minimal Enhancement"
ISIC_0031894,Minimal Enhancement
ISIC_0027091,CLAHE
ISIC_0027271,CLAHE
ISIC_0024497,Brightness Correction
ISIC_0031594,"Hair Removal, Denoising"
ISIC_0029855,"Hair Removal, Denoising"
ISIC_0029530,Brightness Correction
ISIC_0025967,Minimal Enhancement
ISIC_0028091,
ISIC_0028023,"Brightness Correction, Denoising, Minimal Enhancement"
ISIC_0031960,CLAHE
ISIC_0027360,Minimal Enhancement
ISIC_0029554,Minimal Enhancement
ISIC_0024578,"Hair Removal, Denoising, Minimal Enhancement"
ISIC_0025759,Minimal Enhancement
ISIC_0031366,Minimal Enhancement
ISIC_0025640,"Brightness Normalization, Minimal Enhancement"
ISIC_0031644,"Brightness Normalization, Minimal Enhancement"
ISIC_0027036,Minimal Enhancement
ISIC_0026096,"Hair Removal, Brightness Correction, Denoising, Minimal Enhancement"
ISIC_0028139,"Hair Removal, Denoising"
ISIC_0031802,"Hair Removal, Brightness Correction, Denoising"
ISIC_0026825,CLAHE
ISIC_0026445,Brightness Correction
ISIC_0030625,"Hair Removal, Brightness Normalization, Denoising, Minimal Enhancement"
ISIC_0029026,"Hair Removal, Brightness Correction, Denoising, Minimal Enhancement"
ISIC_0028310,"Brightness Normalization, CLAHE, Minimal Enhancement"
ISIC_0024684,"Hair Removal, Brightness Correction, Denoising, Minimal Enhancement"
ISIC_0028230,
ISIC_0026023,Minimal Enhancement
ISIC_0028281,"Hair Removal, Minimal Enhancement"
ISIC_0032233,Brightness Correction
ISIC_0028116,
ISIC_0029174,"Brightness Correction, Minimal Enhancement"
ISIC_0028870,"Brightness Correction, Minimal Enhancement"
ISIC_0026330,"Brightness Correction, Minimal Enhancement"
ISIC_0030251,"Brightness Correction, Minimal Enhancement"
ISIC_0032144,Minimal Enhancement
ISIC_0030598,"Hair Removal, Denoising"
ISIC_0030740,Brightness Correction
ISIC_0026600,
ISIC_0028205,"Brightness Normalization, Minimal Enhancement"
ISIC_0030772,
ISIC_0029479,
ISIC_0032278,Brightness Correction
ISIC_0026111,
ISIC_0027255,"Brightness Correction, Denoising"
ISIC_0028588,"Hair Removal, Minimal Enhancement"
ISIC_0026581,Minimal Enhancement
ISIC_0025936,Minimal Enhancement
ISIC_0026231,
ISIC_0025179,"Hair Removal, Brightness Normalization, Denoising"
ISIC_0026216,"Brightness Correction, Minimal Enhancement"
ISIC_0027109,"Hair Removal, Brightness Normalization, Minimal Enhancement"
ISIC_0029095,CLAHE
ISIC_0030580,
ISIC_0030620,"Hair Removal, Brightness Correction, Denoising"
ISIC_0028987,Brightness Correction
ISIC_0028874,Brightness Correction
ISIC_0028592,"Hair Removal, Brightness Correction, Denoising"
ISIC_0027005,Minimal Enhancement
ISIC_0031871,"Hair Removal, Brightness Correction"
ISIC_0029075,Minimal Enhancement
ISIC_0028887,CLAHE
ISIC_0031567,Minimal Enhancement
ISIC_0028358,Brightness Correction
ISIC_0027766,"Hair Removal, Denoising"
ISIC_0030809,
ISIC_0032311,"Brightness Correction, Denoising"
ISIC_0030920,"Brightness Normalization, Minimal Enhancement"
ISIC_0026401,"Hair Removal, Brightness Normalization, Minimal Enhancement"
ISIC_0030370,Minimal Enhancement
ISIC_0024441,
ISIC_0030534,"Brightness Correction, Minimal Enhancement"
ISIC_0032284,"Brightness Correction, Minimal Enhancement"
ISIC_0031107,"Hair Removal, Minimal Enhancement"
ISIC_0026022,Minimal Enhancement
ISIC_0026577,"Hair Removal, Minimal Enhancement"
ISIC_0027639,"Hair Removal, Minimal Enhancement"
ISIC_0031314,"Hair Removal, Denoising, Minimal Enhancement"
ISIC_0031249,Minimal Enhancement
ISIC_0031121,Brightness Correction
ISIC_0032034,"Hair Removal, Minimal Enhancement"
ISIC_0030451,"Brightness Correction, Minimal Enhancement"
ISIC_0031301,
ISIC_0031111,"Hair Removal, Minimal Enhancement"
ISIC_0024882,
ISIC_0025667,Brightness Correction
ISIC_0028982,
ISIC_0028602,"Brightness Correction, Minimal Enhancement"
ISIC_0027137,"Hair Removal, Brightness Correction, Denoising, Minimal Enhancement"
ISIC_0030833,"Brightness Normalization, Minimal Enhancement"
ISIC_0029182,"Hair Removal, Brightness Normalization, Denoising"
ISIC_0032140,"Hair Removal, CLAHE"
ISIC_0026956,"Brightness Normalization, CLAHE, Minimal Enhancement"
ISIC_0031982,"Hair Removal, Denoising, Minimal Enhancement"
ISIC_0029833,"Brightness Correction, Minimal Enhancement"
ISIC_0031806,"Brightness Normalization, Minimal Enhancement"
ISIC_0030635,"Brightness Normalization, CLAHE"
ISIC_0028736,Brightness Correction
ISIC_0031991,Brightness Correction
ISIC_0030817,"Brightness Correction, Minimal Enhancement"
ISIC_0029470,"Brightness Correction, Minimal Enhancement"
ISIC_0028472,CLAHE
ISIC_0030674,"Brightness Correction, Minimal Enhancement"
ISIC_0032065,"Brightness Correction, Minimal Enhancement"
ISIC_0027840,
ISIC_0024447,"Hair Removal, Brightness Correction, Denoising, Minimal Enhancement"
ISIC_0024998,"Hair Removal, Brightness Correction, Denoising"
ISIC_0029749,Minimal Enhancement
ISIC_0030922,"Hair Removal, Minimal Enhancement"
ISIC_0026671,Minimal Enhancement
ISIC_0024933,"Brightness Normalization, Minimal Enhancement"
ISIC_0031192,"Brightness Normalization, Minimal Enhancement"
ISIC_0027498,"Hair Removal, Brightness Normalization, Denoising, Minimal Enhancement"
ISIC_0028128,"Brightness Correction, Minimal Enhancement"
ISIC_0026488,"Hair Removal, CLAHE, Denoising"
ISIC_0026554,"Brightness Normalization, Minimal Enhancement"
ISIC_0031074,CLAHE
ISIC_0030603,"Brightness Correction, Minimal Enhancement"
ISIC_0031085,"Hair Removal, Brightness Correction, Denoising, Minimal Enhancement"
ISIC_0029221,Brightness Correction
ISIC_0027688,Hair Removal
ISIC_0024704,"Brightness Normalization, Minimal Enhancement"
ISIC_0030260,CLAHE
ISIC_0031462,Minimal Enhancement
ISIC_0028643,Minimal Enhancement
